name,age,location,occupation,political_leaning,support_level,impact_on_housing,impact_on_transport,impact_on_community,key_concerns,suggested_improvements,sentiment_score,key_themes
Craig,32,Bronte,Tradie,Teal Independent,4,0,3,3,"reduced parking for existing residents, potential for developer exploitation, impact on local businesses","enforce developer contributions to public transport improvements, ensure adequate bike/scooter parking, invest in community green spaces",0.14942279942279943,"['reducing minimum parking requirements', 'affordability and accessibility of housing', 'impact on traffic and public transport', 'quality and community spaces in development', 'effects on local businesses and resident parking']"
Larry,24,Bronte,Teacher,Greens,4,0,3,4,"Increased street parking congestion, Reduced public transport usage, Potential for developer exploitation","Strengthen public transport services, Implement residential parking permits, Encourage development of car share schemes, Increase bike parking and facilities",0.14047619047619045,"['urban sustainability', 'housing availability', 'public transport enhancement', 'reducing car dependency', 'managing street parking']"
Luis,72,Tamarama,Designer,Liberal,2,0,2,2,"Increased traffic, Strain on public transport, Lack of parking for existing residents, Potential for developer profit over community benefit","Strengthen public transport services, Implement strict guidelines ensuring affordability, Require some parking based on development size, Increase investment in community infrastructure",0.153125,"['housing affordability', 'environmental benefits vs. traffic concerns', 'public transport burden', 'developer profits vs. community benefits', 'policy impact assessment']"
Antonio,37,Bondi Junction,Teacher,Teal Independent,4,0,3,3,"increased demand on public transport, potential for parking overflow into neighboring streets, lack of infrastructure for alternative transport modes","enhance public transport frequency and routes, invest in protected bike lanes, implement resident parking schemes in adjacent areas",0.22229437229437227,"['housing affordability crisis', 'strain on young people and renters', 'removal of minimum parking requirements', 'improvement of public transport and cycling infrastructure', 'community participation']"
Kyle,29,Queens Park,Delivery driver,Liberal,3,0,2,3,"public transport capacity, street parking pressure, pedestrian safety","increase public transport services, mandatory bike storage in developments, improve pedestrian infrastructure",0.17131313131313133,"['affordable housing', 'public transport concerns', 'parking minimums', 'car dependency', 'transportation alternatives']"
Melissa,19,Dover Heights,Retail assistant,Labor,3,0,2,3,"parking availability, transport options, potential overcrowding","improve public transport infrastructure, provide some parking spaces or permits for residents, ensure developments include affordable housing units",0.24583333333333332,"['housing crisis', 'parking concerns', 'public transport improvement', 'balancing development and transportation needs']"
Tabitha,22,Tamarama,Public servant,Greens,4,0,3,4,"Street safety, Traffic increase, Public transport capacity","Enhance public transport services, Implement car share schemes, Increase bike lanes and pedestrian paths",0.038636363636363635,"['urban density', 'environmental impact of living choices', 'reducing reliance on private vehicles', 'sustainable living', 'public transport alternatives']"
Dylan,19,Bondi Junction,Nurse,Centre,4,0,3,4,"Developer accountability, Housing affordability, Public transport improvement","Mandatory contribution of savings to housing affordability initiatives, Investment in local public transport infrastructure, Transparent reporting on the use of freed-up space",0.07916666666666665,"['affordable housing', 'reducing car park requirements', 'improving public transport', 'developer profits vs. community benefits', 'walkability and transit-friendliness']"
Kyle,60,Queens Park,Engineer,Liberal,2,0,2,3,"Increased street parking demand, potential for traffic congestion, strain on public transport infrastructure","Enhanced public transport services, investment in cycling and pedestrian infrastructure, incentives for developers to include green spaces or community amenities instead of parking spaces",0.2301948051948052,"['urban planning challenges', 'parking requirements debate', 'public transport investment', 'congestion concerns', 'lifestyle changes']"
Heidi,22,Dover Heights,Hospitality worker,Liberal,3,0,2,3,"Reduced parking availability, Increased street parking competition, Potential traffic congestion, Insufficient public transport enhancements","Guarantee a minimum number of car spaces for residents, Enhance public transport services and connections, Implement resident parking permits, Encourage car-sharing schemes",0.3207070707070707,"['housing affordability', 'public transport encouragement', 'street parking concerns', 'traffic impact', 'public transport improvements']"
Michael,70,Dover Heights,Tradie,Labor,2,0,2,2,"Increased local congestion, Reduced on-street parking availability, Potential strain on public transport, Lack of focus on affordable housing","Implement strict affordable housing requirements, Enhance local public transport services, Introduce parking provisions for residents with disabilities or special needs, Conduct a comprehensive traffic and transport assessment before implementation",0.06709956709956709,"['housing affordability', 'local congestion and parking', 'public transport capacity', 'impact of removing parking requirements', 'provisions for affordable housing']"
James,36,Bronte,Engineer,Liberal,3,0,2,2,"parking availability, public transport adequacy, developer accountability, impact on existing residents","enforce affordable housing quotas in new developments, enhance public transport services and infrastructure, introduce developer incentives for green spaces and community facilities, implement strict parking management strategies for existing residents",0.13737373737373737,"['urban congestion', 'public transport', 'environmental benefits', 'parking challenges', 'sustainable development']"
Danielle,77,Tamarama,Engineer,Labor,2,0,2,2,"Increased street parking congestion, insufficient public transport capacity, developer accountability, potential for noise increase","Strengthen public transport services, implement car share schemes, enforce developer contributions to community infrastructure, detailed impact assessments before approval",0.03333333333333333,"['urban development skepticism', 'impact on residents vs. developers', 'congestion and parking concerns', 'public and alternative transport improvement', 'community quality of life']"
Aaron,29,Waverley,Delivery driver,Centre,4,0,3,3,"Increased on-street parking demand, Traffic congestion, Heritage protection","Improve public transport connectivity, Increase pedestrian-friendly zones, Enforce strict noise control measures",0.1837603305785124,"['sustainable transport options', 'lower construction costs', 'housing affordability', 'traffic congestion concerns', 'enhancing public transport and pedestrian infrastructure']"
Mark,51,Bronte,Consultant,Teal Independent,4,0,3,4,"Increased traffic congestion, potential lack of parking for existing residents, developer accountability, risk of prioritizing profit over community needs, ensuring adequate transport alternatives","Implement a car share scheme for residents, increase investment in public transport and cycling infrastructure, enforce developer contributions towards community housing and public spaces, establish clear guidelines for the inclusion of green spaces in new developments, regular community consultation phases throughout development projects",0.09194214876033056,"['sustainable living', 'public transport promotion', 'community inclusivity', 'cycling infrastructure support', 'reducing reliance on private vehicles']"
Morgan,80,Tamarama,Public servant,Liberal,2,0,2,2,"Increased street parking competition, Traffic congestion, Reduced accessibility for residents with vehicles, Potential decline in street safety","Improve public transport services, Increase cycleway infrastructure, Implement residential parking permits, Conduct traffic impact assessments before approval",0.02186147186147186,"['urban density', 'street safety', 'parking requirements', 'traffic congestion', 'public transport and cycling infrastructure']"
Allison,41,Queens Park,Software developer,Liberal,2,0,2,2,"Developer accountability, Increased parking pressure on surrounding streets, Potential for traffic congestion, Risk of inadequate infrastructure to support increased density","Implement developer contributions towards public transport and community infrastructure, Enforce strict guidelines ensuring a portion of new developments include affordable housing, Introduce incentives for car-sharing schemes and bike-friendly infrastructure, Mandate comprehensive traffic and environmental impact assessments before approval",0.08181818181818182,"['sustainable development', 'developer accountability', 'community needs vs. profit', 'urban environment flexibility', 'public transport enhancement']"
Isabel,50,Bronte,Student,Labor,4,0,3,3,"potential for developers to profit without passing savings on to residents, increased demand on public transport and cycleways, risk of insufficient parking for residents with genuine needs","mandate a percentage of savings from not constructing parking to be directed towards affordable housing initiatives, improve public transport and cycling infrastructure in the area, provide some community parking solutions for residents with disabilities or those who genuinely need a vehicle",0.29895104895104896,"['affordable housing', 'reducing car dependency', 'environmental benefits', 'concerns about developer practices', 'public transport and biking encouragement']"
Stephen,58,Tamarama,Student,Teal Independent,4,0,3,3,"Increased traffic congestion, insufficient public transport and cycling infrastructure, potential for reduced urban liveability","Enhance public transport options and frequency, expand and improve cycling infrastructure, implement car share schemes, ensure developments include green spaces",0.14015151515151514,"['urban density and traffic', 'removal of minimum parking requirements', 'enhancement of public transport and cycling infrastructure', 'potential exacerbation of congestion and parking issues', 'impact on quality of urban living']"
Jennifer,19,Bronte,Public servant,Labor,4,0,3,4,"Increased on-street parking, strain on public transport, inadequate cycling infrastructure","Enhanced public transport services, investment in cycling infrastructure, strategic planning for green spaces",0.09621212121212121,"['heritage protection', 'sustainable urban planning', 'public transport and cycling infrastructure', 'reduction of parking requirements', 'concern over parking congestion']"
Kathleen,39,Randwick,Consultant,Teal Independent,3,0,2,3,"Increased traffic congestion, strain on public transport, impact on heritage areas","Enhance public transport services, introduce car share schemes, ensure developments include green spaces and community facilities",0.1337121212121212,"['affordable housing', 'urban density and climate resilience', 'strain on public transport and street parking', 'traffic issues', 'protection of heritage and community vibe']"
Alexis,82,Bondi Junction,Public servant,Centre,3,0,3,3,"Developer accountability, Increased traffic congestion, Potential for reduced street safety, Noise pollution","Strict guidelines for developers on use of saved space, Investments in public transport and cycling infrastructure, Enhanced noise and traffic management measures, Community consultation on development projects",0.15681818181818183,"['developer accountability', 'community benefits from development', 'public transport infrastructure improvement', 'green spaces provision', 'enforceable policy guidelines']"
David,82,Waverley,Nurse,Liberal,2,0,2,2,"Increased parking difficulty, pressure on public transport, potential decrease in accessibility for those with mobility issues","Improved public transport frequency and routes, investment in cycling and pedestrian infrastructure, provision of shared electric scooters and bicycles, designated parking areas for scooters and bikes",0.2,"['parking challenges', 'housing needs', 'public transport enhancement', 'infrastructure improvements', 'alternative modes of transport']"
Sandra,24,Dover Heights,Accountant,Labor,4,0,3,4,"Increased street parking demand, Public transport capacity, Potential for increased noise and congestion from more residents","Enhanced public transport services, Implementation of resident-only street parking, Development of bike-friendly infrastructure",0.18125000000000002,"['affordable housing for young people', 'reduced car traffic and noise', 'concerns about street parking and bus congestion', 'need for improved public transport or alternatives', 'policy support based on personal observation']"
Robert,71,Tamarama,Artist,Teal Independent,4,0,3,3,"Increased traffic congestion, insufficient public transport options, developer accountability","Strengthen public transport services and frequency, enforce developer contributions towards affordable housing and community amenities, implement car share schemes within developments",0.30833333333333335,"['accessible housing', 'public transport enhancement', 'developer accountability', 'reducing parking requirements', 'congestion management']"
Rebecca,35,Dover Heights,Student,Socialist Alliance,4,0,3,4,"Potential increase in street parking competition, lack of alternative transport infrastructure, risk of developers prioritizing profit over sustainable development","Commitment to expanding cycleways, increased investment in public transport, incentives for developments with green spaces or community facilities, strict guidelines to ensure developers provide adequate non-car transport options",0.24292929292929294,"['sustainable living', 'reducing carbon footprints', 'alternative transport infrastructure', 'public transport enhancement', 'minimizing car ownership']"
Christy,26,Bondi Junction,Software developer,Labor,5,0,4,4,"street safety, emergency vehicle access, public transport capacity","increase in public transportation options, investment in cycling infrastructure, car-sharing schemes, ensure access for emergency vehicles",0.18613053613053615,"['housing affordability', 'climate resilience', 'sustainable urban development', 'street safety and emergency access', 'lowering housing costs']"
Christina,24,Tamarama,Delivery driver,Labor,4,0,4,3,"Developer accountability, Risk of inadequate parking for existing residents, Potential increase in street parking congestion","Mandatory investment in local infrastructure with the savings, Increased public transport services, Enhanced cycleway networks",0.3145833333333333,"['reduction of parking spaces to encourage alternative transportation', 'environmental benefits of using public transport or bikes', 'concerns about developers avoiding costs', 'importance of reinvesting savings into community improvements', 'enhancing street safety and cycleways']"
Jennifer,70,Bondi Junction,Engineer,Centre,3,0,2,3,"Developer accountability, Increased noise and congestion, Adequate public transport options, Accessibility for non-drivers","Mandatory developer contributions to public transport and green spaces, Inclusion of affordable housing units in new developments, Strict noise control regulations, Enhanced bike paths and pedestrian areas",0.13416666666666668,"['housing development', 'sustainable transport', 'developer accountability', 'community congestion', 'public transport infrastructure and green spaces']"
Monica,55,Bondi Junction,Teacher,Liberal,2,0,2,2,"Increased street parking congestion, insufficient public transport options, impact on current residents' quality of life","Implement a residents' parking permit system, improve public transport services, ensure some parking spaces in new developments",0.2670995670995671,"['concerns about removing parking requirements', 'impact on congestion and resident vehicle dependence', 'need for improved public transport or designated parking', 'housing development policies', 'living in a sharehouse']"
Gregory,76,Queens Park,Nurse,Labor,2,0,2,2,"Increased traffic congestion, Noise pollution, Impact on heritage areas, Lack of infrastructure to support a potentially car-less population","Implement strict noise control measures, Improve public transport and cycleway infrastructure, Ensure any development respects the character of the neighborhood, Provide incentives for developers to include affordable housing units",0.0044372294372294376,"['community heritage', 'traffic and noise challenges', 'parking policy skepticism', 'housing affordability', 'neighborhood character']"
Lisa,22,Bondi Beach,Nurse,Labor,4,0,3,4,"Parking congestion, Street safety, Access to public transport","Increase public transport options, Implement resident parking zones, Ensure a portion of new developments are allocated as affordable housing",0.24330808080808083,"['sustainable living', 'affordable housing', 'transit-oriented communities', 'street parking congestion', 'housing affordability for locals']"
Robert,42,Bondi Beach,Teacher,Liberal,2,0,2,2,"Increased street parking congestion, insufficient public transport, developer accountability, noise pollution","Mandatory developer contributions to public transport improvements, enforceable guidelines on assessing resident needs, incentives for green spaces or community amenities, strict noise control measures",-0.012499999999999997,"['housing shortage in Bondi', 'concerns over increased traffic congestion', 'need for improved public transport', 'skepticism towards government and developers', 'potential developer bias over community benefit']"
Kelly,33,Bondi Junction,Accountant,Teal Independent,4,0,3,4,"Increased demand for street parking, Public transport congestion, Impact on existing residents","Enhance public transport services, Introduce resident parking schemes, Invest in cycling infrastructure",0.18631368631368633,"['sustainable urban planning', 'housing affordability', 'impact on street parking', 'public transport congestion', 'enhancement of public transport services']"
Alexander,38,Dover Heights,Artist,Socialist Alliance,4,0,3,4,"Increased traffic congestion, pedestrian safety, insufficient public transport options","Enhance public transport services, increase pedestrian zones, implement bike-sharing programs",0.09382284382284382,"['urban density', 'public spaces', 'reducing car ownership', 'public transportation and infrastructure improvements', 'traffic congestion and erosion of public spaces']"
John,30,Dover Heights,HR manager,Centre,4,0,3,3,"Increased street parking competition, potential for traffic congestion, strain on public transport and cycling infrastructure","Expand public transport services, invest in cycleways, implement residential parking schemes, ensure some developments include car-share facilities",0.09863636363636363,"['Housing needs', 'Reduced car reliance', 'Concerns about traffic and parking', 'Enhancing public transport and cycling infrastructure']"
Kimberly,42,Bronte,Software developer,Liberal,2,0,2,2,"Increased traffic congestion, insufficient public transport, lack of parking for current residents, potential for developer exploitation","Invest in public transport improvements, mandate developer contributions to local infrastructure, introduce car share schemes, ensure any developments with reduced parking are truly sustainable and cater to the needs of non-car owners",0.10625,"['urban density and sustainability', 'innovative solutions', 'public transport and cycling infrastructure', 'removing minimum parking requirements', 'congestion and parking issues']"
Tricia,53,Randwick,Retail assistant,Liberal,3,0,2,3,"Increased street parking pressure, potential for increased congestion, impact on existing residents with cars","Enhanced public transport services, investment in cycling infrastructure, provisions for shared vehicle spaces",0.2507575757575758,"['parking and congestion concerns', 'affordability of housing', 'encouragement of cycling and public transport', 'need for improved public transport and bike infrastructure']"
Michelle,27,Tamarama,Student,Greens,4,0,3,4,"Traffic congestion, Public transport capacity, Parking availability for existing residents","Increase public transport services, Implement dedicated bike lanes, Introduce incentives for developers to include green spaces and communal areas",0.19613636363636364,"['housing needs', 'alternative transportation', 'urban density', 'noise and street safety', 'traffic congestion and public transport overcrowding']"
Tammy,75,Dover Heights,HR manager,Teal Independent,2,0,2,2,"Increased traffic congestion, Impact on heritage sites, Reduced parking availability for existing residents","Improve public transport options, Implement strict traffic management plans, Ensure new developments are in keeping with the community's character",-0.009999999999999998,"['opposition to council proposal', 'concern over traffic congestion', ""impact on area's heritage"", 'enhancement of public transport', 'preservation of community character']"
Christopher,72,Randwick,Tradie,Labor,2,0,2,2,"Increased traffic, Parking availability for existing residents, Accessibility for tradespeople and emergency services","Enhance public transport services, Implement resident parking schemes, Provide incentives for developments that include green spaces or community facilities",0.1475,"['urban development', 'housing needs', 'transportation concerns', 'public transport improvement', 'accessibility issues']"
Tammy,86,Bondi Junction,Delivery driver,Liberal,2,0,2,2,"Increased traffic congestion, parking availability for existing residents, potential for overdevelopment without adequate infrastructure","Enhanced public transport services, expansion of cycleways, strict guidelines on the number of apartments without parking based on actual demand, investment in community facilities",0.07642045454545454,"['urban development concerns', 'impact on local traffic and parking', 'public transport and cycleway infrastructure improvements', 'enforceable measures for parking management', 'housing availability']"
Todd,54,Bondi Beach,Student,Centre,3,0,3,2,"Increased street parking pressure, Pedestrian safety, Public transport capacity","Improve public transport services and frequency, Introduce bike-sharing stations, Enforce strict pedestrian safety measures",0.10625,"['traffic and parking issues in Bondi', 'encouraging public transport use', 'concerns about street safety and congestion', 'enhancing public transport services', 'safety of pedestrians and cyclists']"
Kimberly,41,Tamarama,Student,Centre,3,0,2,3,"Increased traffic congestion, Reduced street safety, Potential shortage of parking for existing residents","Implement strict regulations on developments to contribute to public transport improvements, Increase investment in bike lanes and pedestrian pathways, Ensure there are adequate parking solutions for current residents",-0.0003305785123966913,"['housing affordability', 'traffic and street safety concerns', 'public transport improvements', 'government trust and political views', 'impact of removing parking requirements']"
Maurice,74,Dover Heights,Designer,Liberal,3,0,2,3,"Increased street congestion, Parking displacement, Traffic flow, Safety for cyclists and pedestrians","Enhance public transport options, Expand and improve cycleway infrastructure, Implement resident parking schemes, Increase developer contributions to community transport improvements",0.17954545454545454,"['sustainable transportation', 'parking policy concerns', 'community impact', 'infrastructure enhancement', 'street congestion']"
Christine,20,Randwick,Public servant,Labor,3,0,2,3,"Increased traffic congestion, Safety of pedestrians, Potential lack of parking for residents with disabilities, Risk of developers not providing adequate alternative transport options","Mandate a minimum number of bike parking spaces and car share spots, Increase investment in public transport infrastructure, Implement strict guidelines for developers on providing transport solutions, Introduce a review mechanism to assess the impact on local transport and safety after implementation",0.12070707070707071,"['affordable housing', 'street safety', 'public transport concerns', 'developer accountability', 'alternative transport solutions']"
Amber,45,Dover Heights,Delivery driver,Labor,4,0,3,3,"Developer accountability, Increased congestion, Public transport adequacy, Cycleway investment","Mandate developer savings be passed to buyers or community, Invest in local cycleways and public transport enhancements, Implement car share schemes in developments",0.11785714285714287,"['urban congestion', 'public transport improvement', 'climate resilience', 'developer motives', 'community benefits']"
Chris,57,Bondi Junction,Student,Liberal,4,0,3,3,"Street safety, Public transport availability, Traffic congestion","Increase investment in public transport, Enhance bike lane infrastructure, Implement car share schemes",0.21428571428571427,"['housing affordability', 'traffic congestion', 'sustainable transport options', 'street safety', 'public transport services']"
Lawrence,57,Queens Park,Nurse,Liberal,2,0,2,2,"Increased parking pressure on surrounding areas, Reduced accessibility for residents with cars, Potential for increased traffic congestion","Enhance public transport services, Provide incentives for developers to include green spaces or community facilities, Implement car-sharing schemes or bike-sharing stations in the area",0.06239669421487603,"['parking chaos concerns', 'need for enhanced public transport', 'impact on neighborhood accessibility', 'removal of minimum parking requirements', 'alternative transport options']"
Teresa,68,Queens Park,Teacher,Liberal,2,0,2,2,"Increased parking pressure, Reduced accessibility for residents with cars, Potential strain on public transport infrastructure","Enhance public transport services and infrastructure, Implement resident parking schemes, Ensure a minimum number of car spaces for larger developments",0.22954545454545455,"['parking concerns', 'housing development', 'public transport enhancement', 'affordability and accessibility']"
Ariana,50,Bondi Beach,Tradie,Centre,4,0,3,3,"Street safety, Traffic congestion, Public transport availability, Developer accountability","Increase investment in public transport, Expand cycleways, Implement strict guidelines for developers on community space and infrastructure, Encourage car-sharing initiatives",0.1590909090909091,"['reducing car dependency', 'promoting alternative transport', 'improving public transport', 'ensuring developer accountability', 'maintaining street safety']"
Mark,45,Randwick,Hospitality worker,Greens,4,0,3,4,"Increased street parking pressure, potential for insufficient public transport capacity","Enhance public transport services, introduce resident parking schemes, invest in cycling infrastructure",0.04356060606060606,"['sustainable urban development', 'climate resilience', 'housing availability', 'transport solutions', 'prioritizing people over cars']"
Jodi,64,Bronte,Public servant,Labor,4,0,3,3,"Transport infrastructure strain, increase in parking demand in neighbouring areas, potential increase in rent due to higher demand","Investment in public transport and pedestrian infrastructure, incentives for developers to include affordable housing units, implementation of resident parking schemes in surrounding areas",0.1111111111111111,"['housing availability', 'climate resilience', 'public transport infrastructure', 'rent pressure', 'reducing parking minimums']"
Aaron,65,Bronte,Software developer,Labor,4,0,3,3,"Increased street parking pressure, potential for traffic congestion, developer accountability","Mandate developer contributions to public transport improvements, enforce strict guidelines for green space inclusion in developments, implement residential parking permits in affected areas",0.15963636363636363,"['sustainability and smart growth', 'affordable housing', 'public transport reliance', 'traffic and parking management', 'community infrastructure contributions']"
Raven,80,North Bondi,Teacher,Centre,3,0,2,3,"increased traffic congestion, parking availability for existing residents, impact on emergency services access","enforceable guidelines for developers to contribute to community infrastructure, improved public transport services, incentives for car sharing or bike hire schemes",0.20416666666666666,"['traffic concerns', 'housing availability', 'public transport promotion', 'community benefits', 'policy enforcement']"
Michael,23,Tamarama,Software developer,Greens,4,0,3,4,"Public transport capacity, Parking availability for existing residents, Risk of congestion","Increase public transport services, Introduce car-sharing schemes, Develop more bicycle lanes, Implement green spaces",0.04363636363636363,"['climate resilience', 'efficient use of public spaces', 'reducing reliance on personal vehicles', 'impact on public transport system', 'quality of life for car-reliant residents']"
Amy,59,Randwick,Public servant,Teal Independent,3,0,2,3,"Street safety, Increased traffic congestion, Lack of alternative transport options","Enhance public transport services, Invest in cycling infrastructure, Implement car share schemes",0.13739669421487602,"['urban development and sustainability', 'reduction in car dependency', 'street safety and traffic congestion', 'alternative transport infrastructure', 'investments in public transport and cycling infrastructure']"
Bradley,31,Randwick,Engineer,Labor,3,0,2,3,"Traffic congestion, Street safety, Adequate public transport alternatives","Increase public transport services and frequency, Invest in cycling infrastructure, Implement residential parking zones",0.09375,"['urban density', 'traffic congestion', 'housing policy', 'public transport', 'street safety']"
Leah,28,Bondi Beach,Nurse,Liberal,2,0,2,3,"Increased parking pressure, Reduced accessibility for car-dependent residents, Potential for overcrowded public transport","Enhance public transport services, Implement resident parking permits, Introduce incentives for developers to include green spaces or community facilities",0.05519480519480519,"['parking issues in Bondi', 'dependence on cars for work', 'need for more housing', 'improvement of public transport options', ""council's proposal to remove parking requirements""]"
Mark,71,Bondi Beach,Tradie,Centre,2,0,2,2,"Increased street parking congestion, Pressure on public transport, Impact on local traffic flow","Improve public transport links, Introduce resident parking schemes, Enforce strict requirements for developments to contribute to local infrastructure improvements",0.2372727272727273,"['preservation of neighborhood character', 'concerns about parking and traffic', 'housing affordability', 'need for improved public transport infrastructure', 'impact of development on local infrastructure']"
Jeffrey,84,Randwick,Designer,Liberal,2,0,2,2,"Traffic congestion, Parking availability, Public space preservation, Heritage protection","Strict developer accountability measures, Enhanced public transport services, Investment in community and public spaces, Clear guidelines for heritage protection",0.10666666666666666,"['urban development and housing', 'transportation and parking concerns', 'protection of public spaces and heritage sites', 'traffic management', 'community needs vs. developer interests']"
Mary,57,Tamarama,Delivery driver,Centre,2,0,2,2,"parking availability, increased on-street parking competition, accessibility for residents with cars, potential for increased traffic congestion","enhance public transport services, introduce community car share programs, provide incentives for developers to include green spaces or communal facilities instead of car parks, establish designated parking areas for residents and visitors outside of the development area",0.3123015873015873,"['public transport encouragement', 'concerns of delivery drivers', 'parking availability', 'potential for improved transport solutions', 'impact on residents and visitors']"
Elizabeth,26,Bronte,Student,Labor,4,0,3,3,"Traffic congestion, Public transport availability, Parking availability for existing residents","Increase public transport services, Improve cycling infrastructure, Introduce car share schemes",0.10833333333333332,"['housing availability', 'climate resilience', 'sustainable transport', 'public transport enhancement', 'cycling infrastructure improvement']"
Lauren,50,Waverley,Artist,Teal Independent,4,0,3,3,"Increased noise, Potential for congestion, Adequate public transport and cycling infrastructure","Enhance public transport services, Improve cycling infrastructure, Implement measures for noise control",0.16515151515151516,"['housing needs', 'sustainable living', 'public transport and cycling infrastructure', 'concerns about noise and congestion', 'community needs vs. car storage']"
Kevin,32,Dover Heights,Engineer,Labor,3,0,2,3,"Traffic congestion, Public transport capacity, Street parking pressure, Developer accountability","Increase frequency and routes of bus services, Implement car share schemes, Mandate the inclusion of bike parking and facilities, Improve pedestrian infrastructure, Enforce developer contributions to local transport and public space improvements",0.24829545454545454,"['housing affordability', 'developer accountability', 'public transport solutions', 'traffic and community accessibility', 'safe cycling paths and pedestrian-friendly amenities']"
Scott,20,Bronte,Hospitality worker,Labor,4,0,3,3,"Increased traffic congestion, strain on public transport, potential for developer exploitation, loss of local character","Enhance public transport options, implement car share schemes, ensure developments include green spaces, enforce strict guidelines to preserve local heritage and character",0.20464646464646466,"['sustainable living', 'urban density and heritage protection', 'affordability of housing', 'public transport upgrades', 'local character preservation']"
Richard,62,Bronte,Public servant,Liberal,4,0,3,4,"Increased traffic congestion, Street safety, Public transport capacity","Enhance public transport services and infrastructure, Implement traffic calming measures, Increase pedestrian zones",0.12402597402597403,"['urban density challenges', 'sustainable urban development', 'public transport solutions', 'street safety', 'parking requirements policy']"
Sherry,45,Bondi Beach,Artist,Teal Independent,4,0,3,4,"developer accountability, public transport capacity, street parking pressure","enforce affordable housing quotas in new developments, invest in public transport and cycling infrastructure, implement residential parking permits",0.23512396694214877,"['reducing parking requirements', 'prioritizing housing over parking', 'ensuring affordable housing', 'improving community amenities', 'developer profit concerns']"
Michelle,21,Bondi Beach,Engineer,Liberal,4,0,3,4,"increased on-street parking congestion, potential for inadequate public transport upgrades, effect on existing residents' parking availability","mandatory investment in local public transport and cycling infrastructure by developers who choose not to include car spaces, provision of car-sharing facilities, enforceable guidelines ensuring developments are truly targeting residents less likely to own cars",0.09404761904761905,"['climate resilience', 'housing affordability', 'sustainable transportation', 'living costs', 'congestion and parking concerns']"
Stephanie,54,Randwick,Artist,Centre,4,0,3,3,"Increased traffic congestion, Safety for cyclists and pedestrians, Adequacy of public transport infrastructure","Enhance public transport services and frequency, Implement safe bike lanes, Invest in pedestrian infrastructure",0.20519480519480518,"['sustainable transport options', 'housing affordability', 'street safety', 'public transport enhancement', 'reduction of parking requirements']"
Cynthia,68,Bondi Junction,Delivery driver,Centre,3,0,2,3,"Increased traffic, Parking availability for existing residents, Potential noise increase","Implement strict guidelines for developers to contribute to public transport improvements, Mandatory green spaces in new developments, Enforceable restrictions on short-term rentals to ensure new developments are used for long-term housing",0.19848484848484846,"['housing affordability', 'traffic and parking concerns', 'public transport and walking encouragement', 'community benefits and quality of life', ""Waverley Council's policy proposal""]"
Christopher,68,Randwick,Consultant,Greens,4,0,3,4,"traffic congestion, insufficient public transport infrastructure, potential for parking overflow into neighboring areas","enhance public transport services and infrastructure, implement car share schemes, invest in cycling and pedestrian infrastructure",0.12642045454545453,"['environmental sustainability', 'reduction of parking requirements', 'encouragement of alternative transportation', 'potential for rent pressure alleviation', 'concern over traffic congestion due to inadequate public transport options']"
Matthew,28,Waverley,Retail assistant,Teal Independent,3,0,2,3,"parking availability, public transport capacity, developer accountability","increased investment in public transport, strict developer guidelines for including affordable housing units, community green spaces",0.1669421487603306,"['urban development strategies', 'parking policy concerns', 'public transport enhancement', 'community benefits vs. developer profits', 'housing affordability']"
Russell,50,Dover Heights,Nurse,Greens,4,0,3,3,"Public transport capacity, Parking availability for existing residents, Potential increase in traffic on surrounding streets","Increase frequency and routes of bus services, Implement residential parking schemes, Invest in cycling infrastructure",0.02451790633608815,"['urban environment and sustainable living', 'reduction of traffic congestion and pollution', 'enhancement of public transport services', 'concerns about public transport overcrowding and parking solutions', 'Green political leanings']"
Leslie,89,Waverley,Accountant,Centre,3,0,2,3,"Increased traffic congestion, Reduced parking availability for existing residents, Potential strain on public transport infrastructure","Improve public transport services, Increase infrastructure for bikes and scooters, Implement car share schemes in new developments, Ensure some parking is available for disability access",0.12525252525252525,"['urban development flexibility', 'housing affordability', 'public transport enhancement', 'traffic and parking management', 'alternative transportation support']"
Cynthia,74,Bondi Junction,Student,Greens,4,0,3,4,"Increased traffic congestion, Street safety, Potential lack of parking for existing residents, Need for improved public transport","Increase investment in public transport and cycling infrastructure, Implement residential parking permits, Encourage car-sharing initiatives, Develop comprehensive traffic management plans",0.2333333333333333,"['sustainable urban development', 'easing housing shortage', 'traffic and street safety concerns', 'enhancing public transport', 'infrastructure for cyclists and pedestrians']"
Bradley,18,Bondi Beach,HR manager,Liberal,2,0,2,2,"Increased traffic congestion, Reduced parking for existing residents, Potential for overdevelopment without adequate infrastructure","Mandatory investment in local transport infrastructure by developers, Limits on the number of developments with no parking, Enhancement of cycleways and pedestrian paths",0.19766899766899765,"['housing vs. parking', 'public transport concerns', 'local heritage and public spaces', 'congestion worries', 'need for transportation investments']"
Matthew,83,Queens Park,Student,Teal Independent,0,0,0,0,,,0.25,"['street safety and traffic', 'environmental benefits of reduced car usage', 'impact on local parking and traffic', 'improvement of public transport and non-car infrastructure', 'concerns about accessibility for elderly and disabled']"
