name,age,location,occupation,political_leaning,support_level,impact_on_housing,impact_on_transport,impact_on_community,key_concerns,suggested_improvements,sentiment_score,key_themes
John,67,Bondi Beach,Software developer,Centre,2,0,2,2,"Reduced parking leading to increased street parking congestion, potential neglect of improved public transport initiatives, risk of prioritizing developer profits over community needs","Mandatory investment in local public transport improvements by developers, implementation of car share schemes, clear guidelines on the provision of bike and pedestrian-friendly infrastructure in new developments",0.17272727272727273,"['urban density vs. public space quality', 'reducing parking minimums', 'community needs vs. developer profits', 'enhancing public transport and alternative modes']"
Victoria,56,Waverley,Engineer,Socialist Alliance,4,0,3,3,"Increased traffic congestion, pressure on public transport, potential for reduced community cohesion","Enhance public transport services and infrastructure, implement car share schemes, ensure developments include green spaces and community facilities",0.12196969696969698,"['affordable housing', 'reduced car dependence', 'public transport infrastructure', 'traffic congestion concerns', 'quality of life']"
Jennifer,76,Bronte,Nurse,Liberal,2,0,1,2,"Increased parking pressure on surrounding streets, potential for traffic congestion, impact on elderly residents' mobility","Enhanced public transport options, allocated parking for existing residents, investment in community transport services for seniors",0.21761363636363637,"['parking and traffic concerns', ""impact on residents' mobility"", 'need for more housing', 'public transport and infrastructure investment', 'quality of life']"
Arthur,63,Bondi Junction,Designer,Teal Independent,3,0,3,2,"Increased street parking congestion, reduced accessibility for residents with cars, potential for overdevelopment without adequate infrastructure","Mandate contributions to public transport improvements, require green space or community facilities as part of development, introduce a cap on the number of developments without parking",0.01696428571428571,"['affordable housing', 'congestion and traffic issues', 'public transport reliance', 'community impact', 'green spaces and community facilities']"
Bradley,77,Tamarama,Retail assistant,Greens,3,0,3,3,"Increased street parking congestion, potential for developers to prioritize profit over community needs, accessibility for those dependent on cars","Guarantee a percentage of affordable housing in new developments, improve public transport services in affected areas, implement measures to mitigate increased demand for street parking",0.19421487603305784,"['urban density and housing affordability', 'public transport and infrastructure', 'parking and congestion concerns', 'affordable housing regulations', 'community impact and policy support']"
Paul,58,Tamarama,Hospitality worker,Socialist Alliance,4,0,3,4,"Increased street congestion, pedestrian safety, lack of public transport infrastructure","Enhance public transport options, improve cycleways and footpaths, implement car share schemes",0.16856060606060605,"['sustainability', 'community well-being', 'public transport enhancement', 'pedestrian and cyclist safety', 'reduced carbon footprint']"
Christine,43,Waverley,Student,Liberal,3,0,2,3,"Increased traffic, Reduced parking availability for existing residents, Potential strain on public transport, Lack of infrastructure for cyclists","Enhance public transport services, Invest in cycleway infrastructure, Implement residential parking permits, Ensure some developments include parking for families",0.20856643356643353,"['housing affordability', 'sustainable urban living', 'traffic and parking concerns', 'public transport improvements', 'reliance on cars']"
Paul,25,Bondi Beach,Engineer,Teal Independent,4,0,3,3,"Increased congestion, Insufficient public transport, Cycling infrastructure needs","Enhance public transport options, Expand cycling lanes and facilities, Implement car share schemes",0.1457070707070707,"['sustainability in urban planning', 'affordable housing', 'public transport and cycling infrastructure', 'impact on congestion and quality of life', 'policy implications for accessibility']"
Gregory,36,Bondi Beach,Student,Greens,4,0,3,4,"Strain on public transport, Reduced parking availability for existing residents, Potential increase in traffic congestion","Increase investment in public transport and cycling infrastructure, Implement resident parking schemes, Mandate green spaces in new developments",0.07075757575757576,"['sustainable urban development', 'climate resilience', 'housing affordability', 'public transport enhancement', 'environmental benefits of reduced car dependency']"
Virginia,78,Tamarama,Hospitality worker,Socialist Alliance,2,0,2,2,"Increased traffic, Parking scarcity, Street safety, Rent pressure, Lack of infrastructure to support increased density","Enhanced public transport services, Mandatory affordable housing quotas in new developments, Investment in community facilities, Strict regulations on the type of developments allowed without parking spaces",0.26083333333333336,"['opposition to policy changes', 'concerns about traffic and parking', 'impact on street safety and rent', 'need for improved public transport', 'focus on benefits for lower-income residents']"
Mckenzie,53,North Bondi,Accountant,Socialist Alliance,4,0,3,4,"Increased street parking congestion, potential for reduced accessibility for residents with disabilities, safety for cyclists","Enhance public transport options, expand and improve cycleways, implement residential parking zones, provide incentives for developers to include bicycle parking and shared vehicle spaces",0.03737373737373737,"['urban density', 'cycleways', 'climate resilience', 'affordable housing', 'sustainable transport']"
Monica,59,Dover Heights,Retail assistant,Socialist Alliance,4,0,3,3,"Increased traffic congestion, Reduced parking for existing residents, Potential strain on public transport infrastructure, Risk of developer exploitation","Mandate developer contributions to local transport and green space, Introduce a quota of affordable housing units in new developments, Enhance pedestrian and cycling infrastructure, Ensure thorough community consultation processes",0.17904040404040403,"['affordable housing', 'community needs vs. developer profits', 'public transport and pedestrian infrastructure', 'housing affordability', 'impacts on local transport']"
Michaela,83,North Bondi,Hospitality worker,Teal Independent,4,0,3,3,"Increased street parking congestion, Adequate public transport and cycleway infrastructure, Accessibility for elderly and disabled residents","Enhance public transport services and connectivity, Expand and improve cycleway networks, Implement resident parking schemes to manage street parking, Conduct regular community consultations to address concerns and adapt strategies as needed",0.1542207792207792,"['housing affordability', 'developer accountability', 'public transport and cycleway infrastructure enhancement', 'sustainable modes of transport', 'managing parking space reduction impact']"
Tami,22,Bondi Junction,Software developer,Greens,4,0,3,3,"Traffic congestion, Reduced street parking availability, Safety for pedestrians and cyclists","Enhanced public transport services, Safe biking lanes, Resident parking permits",0.1957070707070707,"['sustainable living', 'urban density', 'public transport solutions', 'community mobility', 'traffic and street safety']"
Joshua,19,North Bondi,Artist,Greens,4,0,3,4,"Traffic congestion, Parking availability, Public transport capacity","Improved public transport services, More bike lanes, Resident parking permits",0.18203463203463202,"['support for policy', 'affordable housing', 'sustainable transport', 'traffic and parking concerns', 'Greens values']"
Elizabeth,60,Dover Heights,Artist,Greens,4,0,3,3,"Traffic congestion, Street safety, Public transport accessibility, Rent pressure","Increase public transport services, Implement dedicated bike lanes, Enhance pedestrian infrastructure, Monitor rent increases",0.18939393939393936,"['housing affordability', 'environmental sustainability', 'public transport enhancement', 'street safety for pedestrians and cyclists', 'traffic issues']"
Crystal,25,North Bondi,Designer,Centre,3,0,3,3,"Increased street parking, Noise pollution, Potential for overdevelopment","Enhance public transport and scooter infrastructure, Implement noise control measures, Ensure developments include green and public spaces",0.24469696969696972,"['affordable housing', 'reducing car dependency', 'concerns about noise and congestion', 'enhancing public transport and scooter infrastructure', 'innovative housing solutions']"
Edward,63,Bondi Junction,Delivery driver,Labor,2,0,2,2,"Increased street parking congestion, potential strain on public transport, risk of changing community character","Enhanced public transport services, expansion of cycleway networks, strict guidelines on developments to include green spaces or community facilities",0.1528138528138528,"['housing development', 'sustainable transport', 'parking and congestion concerns', 'public transport and cycleway infrastructure improvement', 'community character and convenience']"
Krista,48,Bondi Beach,Tradie,Socialist Alliance,3,0,2,2,"Noise control, Loss of community feel, Potential for overdevelopment, Lack of infrastructure to support increased density","Include mandatory affordable housing quotas, Improve public transport and cycling infrastructure, Implement strict noise control regulations, Ensure developments are in keeping with the local heritage and aesthetic",0.16964285714285715,"['reducing reliance on cars', 'boosting urban density', 'preserving local heritage and vibe', 'concerns about noise and community impact', 'affordable housing and infrastructure improvement']"
Michael,32,Waverley,Nurse,Labor,4,0,3,4,"Increased traffic congestion, insufficient public transport capacity, potential for development focus on high-income units","Enhanced public transport services, investment in community green spaces, incentives for developments that include affordable housing units",0.29071428571428576,"['affordable housing', 'efficient use of space', 'public transport concerns', 'housing market saturation', 'transport infrastructure issues']"
Daniel,43,Tamarama,Artist,Teal Independent,4,0,3,4,"Increased traffic congestion, insufficient public transport capacity, developer accountability","Enhance public transport services and infrastructure, enforce developer contributions towards community housing funds, mandate green space or community amenity contributions by developers",0.2125,"['housing affordability', 'reducing parking requirements', 'public transport efficiency', 'developer profits', 'local traffic flow']"
Breanna,64,Randwick,Nurse,Centre,3,0,2,3,"increased traffic congestion, parking difficulties for existing residents, potential strain on public transport infrastructure","investment in public transport and pedestrian infrastructure, designated parking areas for current residents, incentives for developers to include green spaces",0.14863636363636362,"['housing affordability', 'urban development concerns', 'public transport enhancement', 'parking congestion', 'pedestrian infrastructure improvement']"
Sarah,24,Waverley,Student,Teal Independent,4,0,3,4,"Transport congestion, Developer accountability, Adequate public transport alternatives","Developer contributions to transport infrastructure, Enhanced cycleways and pedestrian paths, Car share schemes for residents",0.10197510822510822,"['sustainable urban development', 'reduction in car dependency', 'housing affordability', 'developer accountability', 'improvement of public and active transport infrastructure']"
Hailey,26,Randwick,Designer,Centre,0,0,0,0,,,0.20227272727272727,"['housing affordability', 'public transport investment', 'traffic congestion', 'parking availability', 'resident parking zones']"
Ann,36,Bondi Junction,Retail assistant,Teal Independent,3,0,2,3,"Increased traffic, Parking availability, Public transport capacity, Heritage protection","Enhance public transport services, Implement resident parking permits, Mandate green spaces in new developments, Consultation with local community",0.16948051948051948,"['housing availability', 'traffic and parking congestion', 'public transport improvement', 'local heritage and community vibe', 'development and resident needs']"
Tammy,74,Randwick,Student,Greens,4,0,3,4,"Increased traffic congestion, Reduction in public space, Insufficient public transport options","Enhance public transport services, Implement car share schemes, Increase investment in cycling and pedestrian infrastructure",0.16704545454545455,"['sustainable transport options', 'housing affordability', 'preserving heritage', 'enhancing public transport', 'managing traffic congestion']"
Cheryl,49,Bondi Beach,Hospitality worker,Labor,3,0,2,3,"Increased demand on public transport, street safety, potential for developer exploitation, impact on local heritage sites","Enhanced public transport services, strict developer guidelines to include green spaces or community amenities, measures to protect local heritage, improved pedestrian and bike infrastructure",0.20606060606060606,"['sustainable transport promotion', 'housing squeeze alleviation', 'street safety concerns', 'public transport pressure', 'developer accountability']"
Lauren,49,Queens Park,Nurse,Socialist Alliance,4,0,3,4,"Public transport capacity, Developer accountability, Environmental impact","Increase investment in public transport infrastructure, Implement green building standards, Ensure a portion of developments are dedicated to affordable housing",0.14015151515151514,"['housing affordability', 'environmental sustainability', 'reduction of parking requirements', 'sustainable housing solutions', 'public transport congestion and climate resilience']"
Tara,53,Randwick,Delivery driver,Teal Independent,4,0,2,3,"Traffic congestion, Heritage protection, Public transport adequacy","Increase public transport options, Implement strict guidelines to protect local heritage, Encourage car-sharing initiatives",0.17363636363636364,"['urban density and rent pressure', 'traffic congestion', 'heritage protection in Bondi', 'public transport enhancement', 'minimum parking requirements removal']"
Jody,87,Dover Heights,Hospitality worker,Teal Independent,3,0,2,3,"Increased street parking congestion, developer accountability, noise control, lack of alternative transport solutions","Mandate developer contributions to public and active transport infrastructure, enforce strict noise control measures during and after construction, introduce a graduated parking permit system to manage street parking demand",0.10303030303030303,"['sustainable living', 'housing shortage', 'street parking congestion', 'alternative transport solutions', 'developer responsibilities']"
Diana,82,Bronte,Student,Liberal,3,0,3,3,"Street safety, Parking availability for existing residents, Increased congestion","Enhance public transport services, Implement bike-friendly infrastructure, Ensure developments include green spaces or community areas, Mandate developer contributions to local transport improvements",0.09696969696969697,"['reducing car dependency', 'public transport enhancement', 'street safety', 'sustainable development', 'developer accountability']"
Cheryl,47,Tamarama,Software developer,Centre,4,0,3,4,"Public transport adequacy, Parking overflow, Heritage protection","Increase public transport frequency, Implement resident parking schemes, Ensure any development respects local heritage and includes green spaces",0.10363636363636364,"['sustainable living', 'public transport availability', 'green communal spaces', 'parking management', 'climate resilience']"
Spencer,71,Bondi Beach,Hospitality worker,Socialist Alliance,3,0,2,3,"Increased traffic congestion, Parking availability for existing residents, Potential strain on public transport, Risk of developer exploitation","Mandate a percentage of affordable housing in new developments, Increase investment in public transport and cycleways, Implement strict developer accountability measures, Protect local heritage and green spaces",0.06666666666666667,"['affordable housing', 'impact on local transport', 'overcrowding concerns', 'enhancing public transport', 'parking requirements reduction']"
Matthew,62,Bondi Beach,Public servant,Teal Independent,4,0,3,4,"Increased traffic congestion, Insufficient public transport upgrades, Potential for noise increase, Risk of reduced community character","Commitment to significant public transport enhancements, Strict noise control measures during and after development, Incentives for developers to include green spaces and community facilities, Mandatory bike parking and car share schemes in developments",0.16358585858585858,"['sustainable urban planning', 'affordable housing', 'reduced car dependency', 'enhancement of public transport services', 'preservation of local character and noise control']"
Jillian,26,North Bondi,Delivery driver,Teal Independent,4,0,3,3,"increased street congestion, safety for pedestrians and cyclists, noise pollution","enhance public transport services, implement car share schemes, invest in bike lanes and pedestrian paths",0.20606060606060606,"['affordable housing', 'communal spaces', 'parking space concerns', 'congestion worries', 'public transport improvements']"
Jacob,80,Bondi Beach,Artist,Greens,4,0,3,4,"Increased traffic congestion, insufficient public transport, cycling infrastructure not keeping pace, parking overflow into existing residential areas","Enhance public transport services and frequency, expand cycleway networks, implement residential parking permits, invest in community car-sharing schemes",0.21666666666666665,"['housing affordability crisis', 'environmental sustainability', 'public transport and cycling', 'infrastructure planning', 'congestion management']"
Joshua,38,Waverley,Retail assistant,Liberal,3,0,2,3,"Increased local traffic congestion, potential loss of community character, insufficient public transport options","Enhance public transport services, invest in pedestrian and cycling infrastructure, enforce green building standards",0.20404040404040405,"['housing options', 'environmental benefits', 'heritage protection', 'climate resilience', 'public transport and pedestrian infrastructure']"
Ricky,69,North Bondi,Software developer,Teal Independent,4,0,3,3,"street safety, potential increase in traffic congestion, adequacy of public and alternative transport infrastructure","increase investment in bike lanes and public transport, implement car share schemes, enforce developer contributions towards community green spaces",0.24837662337662336,"['urban density and climate resilience', 'housing accessibility', 'reducing car reliance', 'alternative transport options', 'community safety and cohesion']"
Veronica,58,Dover Heights,Hospitality worker,Liberal,3,0,2,3,"Increased pressure on public transport, lack of parking for residents with cars, potential for overdevelopment","Enhance public transport services, provide some resident parking solutions, implement strict guidelines to prevent overdevelopment",0.17662337662337663,"['affordable housing', 'public transport concerns', 'minimum parking requirements', 'housing availability', 'resident parking provisions']"
James,62,North Bondi,Hospitality worker,Centre,3,0,2,3,"insufficient public transport options, parking overflow into residential streets, accessibility for elderly or less mobile residents","enhance public transport services, introduce car-share schemes, ensure some parking provisions for residents with mobility issues",0.13083333333333333,"['housing development', 'public transport reliance', 'car ownership concerns', 'transport infrastructure improvements', 'shared vehicle options']"
Kevin,28,Bronte,Public servant,Centre,4,0,4,4,"developer accountability, increased traffic congestion, public transport capacity","mandatory green space/public amenities contribution by developers, investment in public transport and cycleways, incentives for developments with zero parking spaces",0.23571428571428574,"['urban congestion', 'value of public spaces', 'sustainable transport', 'climate resilience', 'community needs vs. developer profits']"
Brandon,85,Randwick,Consultant,Liberal,2,0,2,2,"Increased street congestion, Reduced parking availability for existing residents, Potential strain on public transport, Safety concerns","Ensure adequate investment in public transport infrastructure, Implement resident parking schemes, Mandate a minimum number of parking spots based on apartment size or number, Increase support for alternative transport modes (e.g., bike-sharing, car-sharing)",0.23376623376623376,"['housing affordability', 'parking space elimination', 'street congestion', 'public transport adequacy', 'community convenience and safety']"
Jodi,57,Waverley,Designer,Liberal,3,0,2,3,"Increased traffic congestion, insufficient public transport upgrades, pressure on street parking, accessibility for residents with mobility issues","Enhance bus and train services, expand pedestrian zones, introduce resident parking permits, invest in community car-sharing schemes",0.06391184573002755,"['urban space use', 'public transport enhancement', 'green spaces and housing opportunities', 'traffic and accessibility concerns', 'pedestrian infrastructure improvement']"
Heidi,29,Dover Heights,Delivery driver,Socialist Alliance,4,0,3,3,"Street parking congestion, Public transport capacity, Risk of overdevelopment without sufficient community amenities","Enhance public transport services and infrastructure, Implement car-sharing schemes, Increase green spaces and community facilities in development plans",0.15138888888888888,"['affordable housing', 'public transport reliance', 'environmental sustainability', 'infrastructure improvement', 'urban development concerns']"
Darrell,69,Dover Heights,Nurse,Greens,4,0,3,4,"Increased traffic congestion, Insufficient public transport options, Potential rise in rent pressure","Expand public transport services, Implement community car-sharing programs, Introduce incentives for developments with green spaces or community amenities",0.023636363636363632,"['urban development', 'environmental sustainability', 'public transport enhancement', 'traffic and rent concerns', 'infrastructure improvement']"
James,25,Queens Park,Retail assistant,Teal Independent,4,0,3,4,"Reduced parking availability for current residents, potential increase in street parking competition, adequate investment in alternative transport modes","Increase public transport frequency, expand cycleways, introduce car share schemes, ensure developments are truly designed with residents' needs in mind",0.26392045454545454,"['sustainability', 'affordability of housing', 'reduction of parking requirements', 'environmentally friendly transport', 'improvements in public transport and cycling infrastructure']"
Sandra,26,Tamarama,Delivery driver,Liberal,3,0,2,3,"Increased street parking congestion, potential strain on public transport, lack of infrastructure to support the change","Enhance local public transport services, provide incentives for developers to include bike storage or car-sharing facilities, implement residential parking zones to manage street parking",0.17575757575757575,"['housing affordability', 'public transport and infrastructure', 'parking requirements and congestion', 'local transport impact', 'prioritizing living spaces over parking spots']"
Donald,37,Queens Park,Consultant,Centre,4,0,3,3,"Developer accountability, street safety, potential for increased congestion, lack of public transport improvements","Mandate contributions from developers towards local infrastructure and affordable housing, improve public transport links, ensure safe pedestrian and scooter access, implement a cap on the percentage of developments without parking to avoid extreme outcomes",0.20500000000000002,"['urban congestion', 'housing crisis', 'developer accountability', 'street safety', 'affordability']"
Wendy,75,Bondi Beach,Designer,Greens,4,0,3,3,"Developer accountability, Public transport adequacy, Risk of overcrowding, Displacement of lower-income residents","Mandatory developer contributions to public transport and green spaces, Caps on apartment prices to aid affordability, Community consultation processes",0.036363636363636355,"['sustainability and future of the community', 'reduction of reliance on private vehicles', 'sustainable urban development', 'enhancement of public transport infrastructure and green spaces', 'balance between developer profits and community needs']"
Amber,81,Bondi Beach,Hospitality worker,Teal Independent,3,0,3,3,"Potential increase in traffic congestion, street safety, adequate parking for existing residents, protection of heritage areas","Implement strict guidelines ensuring any development enhances street safety and respects the heritage of the area, invest in improving public transport and accessibility for all residents, ensure there is adequate consultation with the community to gauge the real needs and concerns regarding housing and transport.",0.14269972451790633,"['evolving transportation preferences', 'sustainability in urban planning', 'government trust and policy impact', 'street safety and heritage conservation', 'inclusivity for residents with mobility issues']"
Robert,87,Waverley,Retail assistant,Centre,4,0,3,3,"Increased traffic congestion, Reduced parking for existing residents, Adequacy of public transport","Enhance public transport and cycling infrastructure, Implement residential parking permits, Increase investment in community facilities to offset potential density increases",0.2222222222222222,"['sustainable transport options', 'housing needs', 'traffic congestion', 'reduction in parking facilities', 'public transport availability']"
Douglas,59,Bronte,Retail assistant,Centre,2,0,2,3,"Increased traffic congestion, Reduced parking availability for current residents, Pressure on public transport infrastructure","Enhance public transport services and infrastructure, Implement resident parking schemes, Require developers to contribute to community transport solutions",0.07954545454545454,"['housing affordability', 'urban density', 'local traffic congestion', 'parking availability', 'public transport enhancement']"
Tamara,58,Randwick,Designer,Centre,4,0,3,3,"increased traffic congestion, reduced parking availability for existing residents, potential strain on public transport infrastructure","mandate inclusion of bicycle parking and shared vehicle spaces, invest in public transport improvements, enforce green space or community space requirements in new developments",0.07422577422577423,"['heritage protection', 'efficient use of public space', 'community-focused urban development', 'youth housing', 'congestion management']"
Jose,62,Bondi Beach,Engineer,Teal Independent,4,0,3,3,"potential increase in parking pressure on existing streets, risk of inadequate public transport to compensate, developer accountability in providing quality housing over profit","mandatory developer contributions to public transport improvements, enforceable commitments to green spaces within developments, community consultation on each development proposal to ensure it meets resident needs",0.057272727272727274,"['sustainable development', 'housing affordability', 'developer accountability', 'public transport solutions', 'community impact']"
Johnathan,31,North Bondi,Accountant,Liberal,3,0,2,3,"Increased street parking competition, potential traffic congestion, strain on public transport","Increase public transport options, provide community parking solutions, incentives for developers to include green spaces or community amenities",0.16704545454545455,"['urban density and housing availability', 'impact on traffic and street parking', 'enhancement of local transport infrastructure', 'alternative parking solutions', 'affordability of housing']"
Stephanie,85,Randwick,Student,Centre,0,0,0,0,,,0.17587412587412585,"['housing affordability', 'impact on street parking and congestion', 'improvements in public transport and cycleways', 'accessibility for car-dependent residents', 'enhancing public and cycling infrastructure']"
Jessica,82,North Bondi,Tradie,Liberal,3,0,2,3,"Increased street parking pressure, over-reliance on public transport, developer accountability","Enhance public transport services and frequency, enforce developer contributions to community infrastructure, introduce a phased approach to monitor impact",0.24386363636363634,"['housing affordability', 'impact on local transport', 'street parking concerns', 'improvement of public transport', 'developer accountability']"
Sharon,81,North Bondi,HR manager,Socialist Alliance,4,0,3,4,"Developer accountability, Reduced parking for existing residents, Potential increase in street parking competition, Ensuring public transport/bike infrastructure improvement","Mandatory green spaces or community areas in new developments, Investments in public transport and bike lanes, Strict regulations to ensure developers contribute to local infrastructure, Community consultation in development planning",0.03939393939393939,"['sustainability', 'community spirit', 'reducing car reliance', 'improving public transport and bike lanes', 'ensuring community benefits from public space redevelopment']"
Brendan,20,Bondi Beach,Student,Labor,3,0,2,3,"increased demand on public transport, parking congestion, potential for overcrowding","improve public transport services and frequency, introduce bike-sharing schemes, ensure developments include affordable housing units",0.16051948051948053,"['affordable housing in Bondi', 'impact on parking and public transport', 'enhancing local public transport services']"
Crystal,89,Randwick,Delivery driver,Socialist Alliance,3,0,2,3,"Increased street parking pressure, reduced mobility for residents without access to public transport, potential neglect of infrastructure for alternative transport modes","Invest in public transport enhancements, increase bike lanes and secure bike storage, implement residential parking permits, develop community engagement programs to assess and adapt to resident needs regarding transport",0.23376623376623376,"['sustainable living', 'affordable housing', 'public transport enhancement', 'parking pressure', 'cycling infrastructure improvement']"
Ryan,49,North Bondi,Tradie,Greens,4,0,3,4,"developer accountability, increased traffic congestion, adequate public transport improvement, ensuring affordable housing is prioritized","mandate a percentage of development savings to be allocated to community infrastructure, increase investment in public transport and cycling infrastructure, enforce affordable housing quotas, implement car share schemes",0.2222222222222222,"['urban environment adaptation', 'reducing car dependency', 'improving public and cycling infrastructure', 'increasing housing and green spaces', 'ensuring affordable housing and community benefits']"
Robert,76,North Bondi,Hospitality worker,Teal Independent,3,0,2,2,"Increased local congestion, Accessibility for less mobile residents, Risk of developers prioritizing profit over community needs","Mandatory green spaces or community facilities in lieu of parking spaces, Incentives for developments with affordable housing, Improved local public transport services",0.21428571428571427,"['climate resilience', 'reducing reliance on cars', 'impact on local congestion', 'inclusivity for all residents', 'affordable housing']"
William,64,North Bondi,Tradie,Teal Independent,3,0,2,3,"Parking availability for residents with vehicles, impact on local traffic, accessibility for tradespeople","Enhanced public transport services, designated parking areas for tradespeople, incentives for developments that include some parking spaces",0.30990259740259735,"['urban development', 'parking policy concerns', 'housing shortage', 'public transport improvement', 'impact on workers']"
Kelly,65,Bondi Junction,Engineer,Labor,3,0,2,3,"Strain on public transport, loss of heritage character, increased congestion","Investment in public transport infrastructure, guidelines to protect heritage sites, incentives for developers to include green spaces",0.20633608815426996,"['heritage preservation', 'urban density balance', 'sustainable transport options', 'public transport strain', 'minimum parking requirements removal']"
Roger,80,Bondi Beach,HR manager,Greens,4,0,3,3,"Developer accountability, Increased traffic congestion, Insufficient public transport options, Risk of reduced accessibility for residents with mobility issues","Mandate developer contributions to public transport and community amenities, Implement strict guidelines to ensure developments cater to the actual needs of residents, Increase investment in public transport and pedestrian infrastructure around new developments",0.15833333333333335,"['sustainable living', 'reduced parking usage', 'housing needs vs. car space quotas', 'community benefits', 'developer profits vs. community needs']"
Ethan,23,Waverley,Accountant,Socialist Alliance,5,0,4,5,"Traffic congestion, Public transport sufficiency, Bicycle infrastructure","Increase investment in public transport, Enhance bicycle lanes and scooter paths, Implement car-sharing initiatives",0.08113636363636363,"['sustainable living', 'affordable housing', 'public transport and alternative transport modes', 'local traffic congestion', 'investment in public transport and cycling infrastructure']"
Sara,68,Bronte,Software developer,Socialist Alliance,2,0,2,2,"Increased street parking congestion, impact on local businesses, potential loss of community character, lack of infrastructure to support reduced car dependency","Implement strict limits on developments without parking, increase investment in public transport and cycling infrastructure, enforce requirements for green spaces in new developments, establish community consultation processes for all new developments",0.1583333333333333,"['preservation of community character', 'traffic and parking concerns', 'affordable housing', 'public transport and infrastructure investment', 'development guidelines']"
Mark,81,Queens Park,Delivery driver,Greens,4,0,2,3,"Developer accountability, Infrastructure adequacy, Potential for increased traffic on local roads","Mandatory green spaces in developments, Developer contributions to public transport improvements, Limits on the number of developments without parking spaces",0.14097222222222222,"['urban adaptation', 'reducing car dependency', 'developer profit vs. community needs', 'infrastructure for higher population density', 'green spaces and public transport improvements']"
Meghan,33,Bondi Junction,Public servant,Centre,3,0,2,3,"Increased street parking pressure, potential for traffic congestion, public transport capacity","Improved public transport services, resident parking schemes, development contributions to community transport initiatives",0.32222222222222224,"['environmental benefits of public transport', 'concerns over parking availability', 'traffic management', 'enhancement of public transport services', 'impact on residents']"
Chelsea,82,Waverley,Tradie,Greens,4,0,3,4,"Increased demand on public transport, potential for parking congestion in surrounding areas, need for enhanced pedestrian infrastructure","Boost local bus services, expand pedestrian and bike paths, implement resident parking schemes in adjacent streets to manage overflow, increase green spaces or community hubs in place of parking facilities",0.2700892857142857,"['sustainable living practices', 'public transport improvement', 'reducing car reliance', 'community development', 'environmental policy support']"
Steven,45,Bronte,Accountant,Labor,2,0,2,2,"Increased street congestion, Safety for pedestrians and cyclists, Reduced accessibility for residents with cars, Impact on local businesses","Enhanced public transport services, Incentives for developers to include green spaces or community facilities instead of parking, More bike lanes and pedestrian zones, Programs to support residents without cars",0.3666666666666667,"['street safety concerns', 'transport woes in Bondi', 'opposition to removing minimum parking requirements', 'need for comprehensive public transport plan', 'sustainable transport solutions']"
Patty,82,Bondi Junction,Nurse,Labor,2,0,2,2,"Reduced parking for residents and visitors, increased street parking congestion, accessibility for those who rely on cars, potential strain on public transport","Mandatory bike parking in new developments, investment in public transport infrastructure, introduction of car share schemes within developments, enforceable commitments from developers on green spaces and public amenities",-0.025,"['community needs', 'transport infrastructure', 'housing affordability', 'development policy skepticism', 'mixed transport modes reliance']"
Susan,66,Tamarama,Teacher,Labor,2,0,2,2,"increased street parking congestion, strain on existing public transport, potential rise in traffic, lack of infrastructure to support cycling and walking","enhance public transport services, introduce dedicated bike lanes, ensure a portion of any new development is allocated for affordable youth housing, implement residential parking permits",0.033766233766233764,"['housing affordability', 'public transport improvement', 'traffic and parking concerns', 'environmental sustainability', 'community impact']"
Christina,63,Bondi Junction,Nurse,Centre,3,0,2,3,"potential increase in local traffic congestion, reduced availability of street parking, risk of not significantly improving housing affordability, possibility of developers prioritizing profit over community needs","mandatory inclusion of affordable housing units in new developments, investment in public transport and cycling infrastructure, implementation of car share schemes, requirement for green spaces in new developments",0.20170454545454544,"['affordable housing challenges', 'impact of parking policy on housing affordability', 'local traffic and parking concerns', 'sustainable transport solutions', 'developer profits vs. housing affordability']"
Elizabeth,64,Bondi Junction,Accountant,Teal Independent,3,0,3,3,"Increased traffic congestion, Reduced street parking availability, Noise pollution, Strain on public transport infrastructure","Upgrade public transport services, Introduce resident parking permits, Enforce construction noise limits, Invest in community green spaces",0.18219696969696972,"['housing accessibility', 'sustainable urban living', 'traffic congestion', 'public transport enhancement', 'noise control measures']"
James,58,Dover Heights,Teacher,Greens,4,0,3,4,"Traffic congestion, Public transport adequacy, Cycling infrastructure","Increase public transport services, Develop more bike lanes, Implement car share schemes",0.07679063360881543,"['public space and climate resilience', 'reducing reliance on personal vehicles', 'sustainable urban environments', 'housing affordability', 'enhancements to public transport and cycling infrastructure']"
Leah,19,Tamarama,Designer,Labor,4,0,3,4,"Traffic congestion, Adequacy of public transport, Cycling infrastructure","Increase investment in public transport, Develop more cycleways, Implement car share schemes",0.25772727272727275,"['reducing car dependency', 'improving street safety and livability', 'managing increased street parking demand', 'potential worsening of traffic congestion', 'enhancing public transport and cycling infrastructure']"
Juan,38,Dover Heights,Artist,Socialist Alliance,4,0,3,4,"Developer accountability, Potential increase in street parking congestion, Adequate public transport options","Mandate a portion of savings from reduced parking requirements to fund public spaces or affordable housing units, Increase investment in public transport and pedestrian infrastructure, Implement resident parking schemes to manage street parking demand",0.24888888888888888,"['urban space innovation', 'reduced parking focus', 'community needs', 'developer profit vs. resident benefits', 'affordable housing and green spaces']"
Kathleen,50,Dover Heights,Retail assistant,Labor,4,0,2,3,"Reduced parking availability for existing residents, potential increase in traffic congestion, strain on public transport","Improve public transport services, introduce resident parking permits, ensure some developments include affordable housing units",0.15454545454545454,"['housing affordability', 'pressures on renters', 'impact on local transport and parking', 'enhanced public transport options', 'designated parking areas for residents']"
