name,age,location,occupation,political_leaning,support_level,impact_on_housing,impact_on_transport,impact_on_community,key_concerns,suggested_improvements,sentiment_score,key_themes
Christy,87,North Bondi,Tradie,Liberal,2,0,2,2,"Street safety, parking availability, developer accountability, impact on public spaces","Implement a mandatory parking space ratio based on apartment size, enforce developer contributions to public transport and bike infrastructure, establish clear guidelines to protect public spaces",0.1837121212121212,"['urban development concerns', 'parking policy impact', 'community safety', 'housing vs. quality of life balance', 'developer accountability']"
Justin,67,Bronte,Artist,Centre,3,0,2,3,"Developer accountability, impact on local transport and parking, potential for increased congestion, risk of community displacement","Implement strict developer contributions for community and transport infrastructure, enforce car share schemes in new developments, invest in public transport improvements, ensure a portion of new housing is allocated as affordable housing",0.170995670995671,"['housing affordability', 'sustainable transport', 'developer accountability', 'impact on local transport', 'community contribution by developers']"
Suzanne,30,Bondi Beach,Accountant,Greens,5,0,4,4,"Parking scarcity, increased traffic congestion, need for improved public transport and bike infrastructure","Expand public transport options, increase bike lanes and shared paths, implement residential parking permits, invest in car-sharing programs",0.11205808080808081,"['sustainability', 'affordability of housing', 'reduced car dependency', 'eco-friendly urban planning', 'community well-being and environmental health']"
Megan,76,Bondi Junction,Public servant,Greens,5,0,4,4,"Urban density, Sustainability, Housing affordability, Dependence on cars, Limited public spaces","Increase investment in public transport and pedestrian infrastructure, Implement car share schemes, Enhance bike lanes and bike-sharing options, Develop more green spaces and community areas",0.12027629233511587,"['sustainable urban development', 'enhancing public transport and pedestrian infrastructure', 'reducing reliance on private vehicles', 'housing affordability and accessibility', ""prioritizing younger and future generations' needs""]"
Mark,70,North Bondi,Public servant,Liberal,1,0,2,1,"Parking scarcity, Increased traffic congestion, Property devaluation, Reduced accessibility","Implement a hybrid approach that still requires some parking spaces, Increase investment in public transport options, Introduce residential parking permits, Develop better cycling infrastructure",0.01921487603305785,"['parking concerns in Bondi', 'impact on property values', 'public transport limitations', 'congestion and accessibility issues']"
Michele,19,Dover Heights,Accountant,Greens,5,0,4,4,"Urban density, Traffic congestion, Lack of cycleways, Housing affordability","Increase investment in public transport, Develop more cycleways, Implement car share schemes, Improve pedestrian infrastructure",0.17327823691460054,"['sustainable urban development', 'reducing traffic congestion', 'housing affordability', 'alternative transportation', 'environmental consciousness']"
Tammie,63,Queens Park,Accountant,Liberal,1,0,1,1,"Decreased street parking availability, reduced property values, increased traffic congestion, diminished accessibility for residents who rely on cars","Implement a hybrid approach that maintains a minimum parking requirement while encouraging green transport options, designate parking areas for residents, invest in public transport to reduce car dependency",0.20043290043290043,"['opposition to parking policy changes', 'concern for street parking availability', 'impact on property value', 'importance of parking for quality of life', 'need for accessibility in car-dependent communities']"
Craig,32,Bronte,Tradie,Teal Independent,5,0,4,4,"Housing affordability, increased congestion, public transport capacity","Improve public transport services, increase scooter and bike parking, invest in community green spaces",0.2676136363636364,"['housing affordability', 'reducing construction costs', 'prioritising public transport and scooters', 'addressing the housing crisis', 'making Sydney more accessible']"
Larry,24,Bronte,Teacher,Greens,5,0,4,4,"affordability for renters, developer accountability, public transport accessibility, increased urban density without sufficient infrastructure","mandate a percentage of developments be allocated for affordable housing, increase investment in public transport and bike paths, ensure public spaces are enhanced or created in tandem with new developments",0.18565062388591802,"['urban sustainability', 'housing affordability', 'urban density', 'public transport reliance', 'benefits for residents']"
Luis,72,Tamarama,Designer,Liberal,2,0,2,2,"Increased traffic congestion, parking scarcity, impact on neighborhood character, insufficient infrastructure to support increased population density","Implement a comprehensive community transport plan, introduce requirements for developers to contribute to local transport infrastructure, enforce a quota of affordable housing units in new developments, ensure new developments are consistent with the character of the neighborhood",0.11509641873278237,"['heritage protection', 'youth well-being', 'housing policy concerns', 'traffic and parking congestion', 'community character and livability']"
Antonio,37,Bondi Junction,Teacher,Teal Independent,5,0,4,5,"Housing affordability, rent pressure, environmental sustainability, community vibrancy","Increase public transport options, implement car share schemes, enhance pedestrian and cycling infrastructure",0.18474025974025973,"['housing affordability', 'environmental sustainability', 'removal of minimum parking requirements', 'support for young people and students', 'community vibrancy and accessibility']"
Kyle,29,Queens Park,Delivery driver,Liberal,5,0,4,4,"Developer accountability, Ensuring affordability, Public transport capacity, Potential increase in street parking competition","Mandate a percentage of affordable housing in new developments, Increase investment in public transport and cycling infrastructure in the area, Implement a residential parking permit system to manage street parking competition",0.20048295454545453,"['housing affordability', 'climate resilience', 'sustainable living', 'public transport reliance', 'community benefits vs. developer profits']"
Melissa,19,Dover Heights,Retail assistant,Labor,1,0,1,1,"Increased parking congestion, reduced quality of life for car-dependent residents, potential devaluation of properties with existing parking","Implement a hybrid approach that maintains some parking requirements, increase investment in public transportation to reduce car dependency, introduce resident parking permits to prioritize local needs",0.13376623376623378,"['parking congestion concerns', 'impact on car-dependent residents', 'removal of minimum parking requirements', 'housing development policies', 'quality of life for locals']"
Tabitha,22,Tamarama,Public servant,Greens,5,0,4,5,"Enhancement of public transport, safety of cycling paths, potential increase in street parking demand","Increase in public transport services, development of safe cycling infrastructure, implementation of residential parking zones",0.16391184573002754,"['urban density', 'traffic congestion', 'affordable housing', 'sustainable urban living', 'enhanced public transport and cycling infrastructure']"
Dylan,19,Bondi Junction,Nurse,Centre,5,0,4,4,"Housing affordability, environmental sustainability, reliance on cars, developer accountability","Increase investment in public transport and cycling infrastructure, implement car share schemes, ensure developer savings are passed on to buyers/renters, enhance pedestrian pathways",0.18303030303030302,"['environmental sustainability', 'affordable housing', 'reducing parking requirements', 'sustainable transport', 'impact on young people']"
Kyle,60,Queens Park,Engineer,Liberal,1,0,1,1,"Increased street congestion, reduced street safety, degradation of urban living quality, negative impact on existing residents' parking availability","Implement a hybrid model where reduced parking requirements are balanced with the provision of adequate off-street parking, enhance public transport options to reduce car dependency, ensure new developments include parking solutions that cater to the actual needs of residents without overburdening the local infrastructure",0.13400673400673402,"['increased street congestion', 'degradation of street safety', 'impact on urban living quality', 'competition for street parking', 'increased traffic in residential areas']"
Heidi,22,Dover Heights,Hospitality worker,Liberal,5,0,4,4,"Increased traffic congestion, potential lack of parking for existing residents, need for improved public transport infrastructure","Enhance public transport services and frequency, introduce car share schemes, invest in bike lanes and pedestrian paths, enforce strict regulations to ensure developers contribute to community infrastructure",0.26052188552188554,"['housing affordability', 'sustainable urban development', 'public transport improvement', 'street safety', 'accessibility and livability']"
Michael,70,Dover Heights,Tradie,Labor,1,0,1,1,"Increased parking difficulty, Decreased property values, Reduced accessibility for older residents, Potential for overcrowded public transport","Implement a hybrid model with reduced but non-zero parking requirements, Increase investment in public transport to reduce car dependency, Introduce parking permits for local residents",-0.020580808080808085,"['parking concerns in Bondi', 'impact on older residents', 'effect on property values', 'housing affordability', 'community fabric preservation']"
James,36,Bronte,Engineer,Liberal,4,0,3,4,"Parking availability for current residents, potential increase in on-street parking competition, ensuring public transport can handle increased demand","Implement residential parking permits, increase public transport frequency and routes in affected areas, provide incentives for developments that include bike storage and car-sharing facilities",0.1778318903318903,"['sustainability', 'housing affordability', 'public and active transport options', 'parking challenges for renters', 'transport challenges in Bondi area']"
Danielle,77,Tamarama,Engineer,Labor,1,0,1,1,"increased traffic congestion, parking scarcity, impact on elderly and mobility-impaired residents, degradation of community quality of life","implementation of a comprehensive community transport plan, mandatory inclusion of parking spaces in new developments based on unit size, investment in local public transport infrastructure to reduce car dependency, establishment of resident parking permits",0.043326118326118324,"['parking scarcity concerns', 'impact on daily lives of residents', 'increased traffic congestion', 'reliance on personal vehicle use', 'disruption to local tranquility and accessibility']"
Aaron,29,Waverley,Delivery driver,Centre,2,0,2,2,"Traffic congestion, Parking scarcity, Noise increase, Impact on heritage sites, Safety for pedestrians","Implement a cap on the number of developments without parking spaces, Require developers to contribute to public transport and walking infrastructure, Enhance community consultation processes, Introduce green space requirements for new developments",0.1275482093663912,"['balance between tradition and progress', 'housing affordability', 'community impact', 'traffic and parking congestion', 'preservation of heritage']"
Mark,51,Bronte,Consultant,Teal Independent,5,0,4,4,"Developer accountability, increased public transport demand, potential for parking congestion in surrounding areas","Enhance public transportation services and infrastructure, implement residential parking permits, encourage developments to include bike parking and car-sharing facilities, ensure that the savings from reduced parking requirements are passed on to residents",0.17297979797979798,"['sustainable urban development', 'public transportation advocacy', 'climate change action', 'housing affordability', 'developer accountability']"
Morgan,80,Tamarama,Public servant,Liberal,1,0,1,1,"Increased street congestion, Reduced urban safety, Property devaluation, Impact on existing infrastructure","Implement mandatory parking space quotas based on apartment size, Encourage development of underground parking, Increase investment in public transport options, Enforce stricter controls on the number of permits issued to residents",0.17671717171717172,"['opposition to removing parking requirements', 'concern over increased street congestion', 'impact on urban safety', 'potential devaluation of properties', 'importance of preserving neighborhood livability']"
Allison,41,Queens Park,Software developer,Liberal,4,0,3,3,"Increased street parking demand, Traffic congestion, Noise pollution, Developer accountability","Implement strict guidelines for developers on green spaces and public amenities, Enhance public transport services, Introduce car share schemes, Enforce restrictions on street parking to discourage car ownership",0.15404040404040403,"['sustainable living practices', 'developer accountability', 'climate resilience', 'impact on local traffic and noise', 'reduction of parking spaces']"
Isabel,50,Bronte,Student,Labor,5,0,4,4,"Adequate public transport alternatives, possible increase in street parking competition, ensuring accessibility for all ages and abilities","Increase investment in public transport and cycleways, introduce shared car schemes, ensure developments include green spaces and community facilities",0.1495920745920746,"['environmental sustainability', 'housing affordability', 'urban living quality', 'balanced transportation policy', 'reducing car reliance']"
Stephen,58,Tamarama,Student,Teal Independent,5,0,5,5,"Traffic congestion, Urban over-density, Environmental sustainability, Community livability","Increase public transport options, Enhance biking infrastructure, Implement car share schemes, Develop more green spaces",0.2031926406926407,"['urban density', 'traffic congestion', 'sustainable living', 'pedestrian-friendly community', 'reduction of carbon emissions']"
Jennifer,19,Bronte,Public servant,Labor,5,0,4,5,"developer accountability, infrastructure development, public transport accessibility, cycling infrastructure","strict guidelines to ensure savings from reduced parking requirements are passed on to buyers or renters, investment in public transport and cycling infrastructure, community engagement in planning processes",0.11048951048951049,"['sustainable urban development', 'housing affordability', 'environmental sustainability', 'reduction of car dependency', 'enhancement of public transport and cycling infrastructure']"
Kathleen,39,Randwick,Consultant,Teal Independent,5,0,4,4,"Increased on-street parking demand, potential strain on public transport capacity, need for improved pedestrian infrastructure","Enhance public transport services and frequency, invest in pedestrian and cycling infrastructure, enforce resident parking zones to manage on-street parking demand",0.13371212121212123,"['climate resilience', 'urban density', 'sustainable transport options', 'housing affordability', 'on-street parking concerns']"
Alexis,82,Bondi Junction,Public servant,Centre,5,0,4,4,"Street safety, Noise control, Developer accountability, Adequate public transport options","Enhance public transport and cycling infrastructure, Implement strict noise control measures, Enforce developer contributions towards community amenities, Increase pedestrian zones",0.17696969696969697,"['sustainable living', 'urban planning', 'community and ease of access', 'noise control and street safety', 'pedestrian and cyclist infrastructure']"
David,82,Waverley,Nurse,Liberal,1,0,2,1,"Increased urban density, Rent pressure, Parking congestion, Safety for alternative transport users","Implement a cap on the reduction of parking spaces rather than a full removal, Increase investment in public transport and infrastructure to accommodate the growing population, Introduce permits or incentives for residents who choose not to own a car",0.023562152133580712,"['urban density concerns', 'rent pressure', 'parking space removal impact', 'congestion and safety', 'public transport encouragement']"
Sandra,24,Dover Heights,Accountant,Labor,5,0,4,4,"Housing affordability, environmental sustainability, public transport reliance, community vibrancy","Increase investment in public transport and cycling infrastructure, implement car share schemes, ensure new developments are equipped with amenities to support a car-free lifestyle, introduce green spaces to compensate for potential increase in population density",0.13358585858585859,"['sustainability', 'housing affordability', 'public transport usage', 'traffic congestion reduction', 'community inclusivity']"
Robert,71,Tamarama,Artist,Teal Independent,5,0,4,4,"increased street parking, potential for overcrowding, need for enhanced public transport services","implement residential parking zones, increase frequency of bus services, invest in bike-sharing schemes",0.1447811447811448,"['housing affordability', 'environmental sustainability', 'public transport', 'street parking management', 'housing crisis in younger generations']"
Rebecca,35,Dover Heights,Student,Socialist Alliance,5,0,4,4,"potential increase in street parking competition, ensuring public transport meets increased demand, maintaining accessibility for all community members","invest in public transport and cycling infrastructure, implement residential parking permits to manage street parking, develop community green spaces in place of building parking lots",0.20643939393939395,"['sustainability in urban development', 'efficient use of urban spaces', 'affordable housing', 'public transport accessibility', 'environmental and social benefits']"
Christy,26,Bondi Junction,Software developer,Labor,5,0,4,4,"Developer accountability, Public transport improvements, Pedestrian safety, Climate impact","Mandate a portion of savings from reduced parking requirements to be invested in affordable housing units, Increase funding and infrastructure for public transport and pedestrian pathways, Implement strict environmental standards for new developments",0.19261363636363638,"['housing affordability', 'climate resilience', 'removal of minimum parking requirements', 'public transport and pedestrian infrastructure enhancement', 'ensuring policy benefits beyond developer profits']"
Christina,24,Tamarama,Delivery driver,Labor,5,0,4,5,"Parking availability, Street safety, Accessibility for non-car users, Cycleway expansion, Housing for young people","Increase investment in public transport and cycleways, Implement car share schemes, Designate more pedestrian zones, Develop affordable housing projects specifically for young people and students, Enhance street lighting and safety measures",0.1842074592074592,"['sustainable urban development', 'housing affordability', 'pedestrian and cyclist-friendly infrastructure', 'reducing car reliance', 'community space optimization']"
Jennifer,70,Bondi Junction,Engineer,Centre,4,0,3,3,"Increased street parking congestion, Impact on public transport usage, Potential decrease in community green spaces, Need for sustainable transport infrastructure","Implement resident parking permits, Increase investment in public and active transport infrastructure, Introduce developer incentives for including sustainable transport options, Enforce strict controls on development size to prevent over-density",0.13459595959595957,"['developer accountability', 'housing affordability', 'sustainable transport', 'parking requirements', 'community well-being']"
Monica,55,Bondi Junction,Teacher,Liberal,1,0,1,1,"Increased street parking congestion, reduced accessibility for car-dependent residents, potential decrease in quality of life","Implement a hybrid approach that maintains some parking requirements, increase investment in public transport and cycling infrastructure, introduce parking permits for residents",0.14307359307359307,"['opposition to parking policy changes', 'impact on local parking congestion', 'concern for resident quality of life', 'prioritization of development profits over community needs']"
Gregory,76,Queens Park,Nurse,Labor,1,0,1,1,"Increased traffic congestion, parking scarcity, reduced property values, impact on older residents' mobility","Implement mandatory parking space allocations for developments, enhance public transport options, invest in community consultation to balance development with existing residents' needs",0.20512820512820512,"['opposition to policy changes', 'impact on local traffic and parking', 'concerns for mobility and independence', 'potential devaluation of properties', 'effects on community desirability']"
Lisa,22,Bondi Beach,Nurse,Labor,5,0,3,4,"Public transport capacity, Street congestion, Parking availability for existing residents","Increase investment in public transport and infrastructure, Implement residential parking permits, Provide incentives for developments that include car share schemes or bicycle facilities",0.24196969696969695,"['sustainable living', 'housing affordability', 'climate resilience', 'public transport congestion', 'street safety and access']"
Robert,42,Bondi Beach,Teacher,Liberal,5,0,3,4,"Public transport capacity, Noise increase, Pedestrian safety","Enhance public transport services and infrastructure, Implement noise control measures, Improve pedestrian pathways and safety features",0.1632996632996633,"['housing affordability', 'sustainable transport', 'developer accountability', 'public transport capacity', 'noise and public activity increase']"
Kelly,33,Bondi Junction,Accountant,Teal Independent,5,0,4,4,"Street safety, Existing parking availability, Public transport capacity","Increase investment in public transport and pedestrian infrastructure, Implement residential parking permits, Develop community green spaces to offset increased density",0.07938311688311686,"['sustainable urban living', 'decreasing urban density', 'promoting public transport', 'housing affordability', 'reducing urban sprawl']"
Alexander,38,Dover Heights,Artist,Socialist Alliance,5,0,5,4,"Urban density, Public space utilization, Environmental sustainability, Traffic congestion","Increase public transport options, Develop more green spaces and pedestrian zones, Implement car share schemes, Invest in cycling infrastructure",0.06700336700336701,"['Urban sustainability', 'Reduction of parking spaces', 'Enhancement of public spaces', 'Pedestrian-friendly development', 'Environmental consciousness']"
John,30,Dover Heights,HR manager,Centre,5,0,3,4,"Increased demand on public transport, potential for parking overflow into neighbouring areas, need for improved cycling infrastructure","Expand public transport services and frequency, introduce bike-sharing stations, enforce residential parking zones to prevent overflow",0.05254820936639118,"['sustainable urban development', 'public transportation enhancement', 'housing affordability', 'car dependency reduction', 'policy integration with existing infrastructure']"
Kimberly,42,Bronte,Software developer,Liberal,1,0,1,1,"Increased street parking congestion, Decreased property values, Insufficient public transport options, Reduced attractiveness to potential homebuyers","Implement a graduated parking requirement based on apartment size, Increase investment in local public transport infrastructure, Introduce incentives for developers to include green spaces or community facilities instead of excess parking",0.08655122655122656,"['innovative solutions in tech and property', 'balance between development and community needs', 'concerns over parking minimum removal', 'impact on street parking congestion', 'effect on property values']"
Tricia,53,Randwick,Retail assistant,Liberal,1,0,1,1,"Increased parking congestion, Spillover parking in neighboring areas, Reduced quality of life, Potential decrease in property values","Implement a graduated parking requirement based on apartment size and location, Increase investment in public transportation and biking infrastructure, Provide incentives for developments that include sustainable transport options",0.13376623376623378,"['parking congestion concerns', 'impact on neighboring areas', 'quality of life for residents', 'removal of parking minimums', 'need for more housing']"
Michelle,27,Tamarama,Student,Greens,5,0,4,5,"Public transport overcrowding, lack of infrastructure for sustainable transport alternatives, potential for increased street parking competition","Increase investment in public and active transport infrastructure, enforce developer contributions towards sustainable transport facilities, implement residential parking permits to manage street parking demand",0.2113131313131313,"['urban density', 'sustainability', 'challenges of young renters', 'reducing reliance on personal vehicles', 'infrastructure for sustainable transport alternatives']"
Tammy,75,Dover Heights,HR manager,Teal Independent,1,0,1,1,"Increased parking pressure on neighboring areas, potential property value decrease, reduced accessibility for older residents, degradation of community character","Implementing a graduated parking requirement based on apartment size and location, investing in public transport enhancements to truly offset the need for private vehicle ownership, enforcing car share schemes for new developments",0.13371212121212123,"['Parking challenges in neighboring areas', 'Property devaluation', 'Impact on daily lives of residents', 'Housing density and affordability concerns', 'Reliance on vehicles for mobility and essential activities']"
Christopher,72,Randwick,Tradie,Labor,1,0,1,1,"Increased traffic congestion, parking scarcity, reduced accessibility for tradies and emergency services, negative impact on property values, potential decline in quality of life for homeowners","Implement a hybrid model that reduces but does not eliminate parking requirements, increase investment in public transport and infrastructure to reduce car dependency, introduce parking permits for local residents, ensure new developments include affordable housing units",0.041077441077441074,"['community concerns', 'parking and traffic issues', 'housing accessibility', 'quality of life', 'reliance on vehicles for work']"
Tammy,86,Bondi Junction,Delivery driver,Liberal,1,0,2,1,"Parking saturation, Community aesthetics, Property values, Heritage protection","Implement a cap on the reduction of parking spaces rather than a complete removal, Increase investment in public transport and cycleways, Conduct a comprehensive study on the impact of such policies on local traffic and housing market, Ensure new developments include provisions for green spaces and community facilities.",0.024085005903187726,"['heritage protection', 'parking issues', 'community aesthetics', 'property values', 'congestion management']"
Todd,54,Bondi Beach,Student,Centre,1,0,2,1,"Increased street parking competition, impact on street safety, reduced accessibility, potential decrease in property values","Implement a hybrid approach that maintains some level of parking requirement while incentivizing developers to include affordable housing units, invest in improving public transport and cycling infrastructure to truly reduce the need for cars, introduce a resident parking permit system to manage street parking demand.",0.04792207792207792,"['parking scarcity in Bondi', 'impact on community safety and accessibility', 'housing affordability', 'transport challenges', ""opposition to council's proposal""]"
Kimberly,41,Tamarama,Student,Centre,2,0,1,2,"Increased traffic, Reduced street safety, Parking availability, Environmental impact","Implement a cap on the number of units without parking, Increase investment in public transport and infrastructure, Introduce green space requirements for developments without parking, Encourage car share schemes",0.12261363636363636,"['traffic and street safety concerns', 'parking availability', 'trust in government', 'balance between public transit and personal vehicle use', 'environmental sustainability']"
Maurice,74,Dover Heights,Designer,Liberal,1,0,1,1,"Increased traffic congestion, Reduced street safety, Parking availability for existing residents, Potential decline in property values, Overburdened cycleways","Implement a mandatory minimum parking requirement based on the size of the development, Increase investment in public transport and cycleways to reduce car dependency, Introduce developer contributions towards local traffic and street safety improvements",0.17811447811447811,"['Parking challenges in Dover Heights', 'Impact on street safety and traffic flow', 'Concerns over quality of life and local infrastructure', 'Opposition to removing minimum parking requirements']"
Christine,20,Randwick,Public servant,Labor,5,0,4,4,"Street parking congestion, Public transport capacity, Pedestrian safety, Developer accountability","Increase investment in public transport and pedestrian infrastructure, Implement strict guidelines for developers to contribute to local transport improvements, Establish community oversight for development projects",0.1031926406926407,"['affordable housing', 'sustainability and reduced car dependency', 'concerns about street parking and transport infrastructure', 'support for removing parking requirements', 'focus on public transport and walking']"
Amber,45,Dover Heights,Delivery driver,Labor,5,0,4,5,"Environmental impact, sustainability, community cohesion, traffic congestion","Increase public transport options, develop more cycleways, implement community green spaces",0.21704545454545457,"['sustainability in urban planning', 'reduction of car ownership', 'climate change concerns', 'encouragement of sustainable transport modes', 'community enhancement through communal spaces']"
Chris,57,Bondi Junction,Student,Liberal,5,0,4,4,"Street safety, Overburdened public transport and cycling infrastructure, Potential increase in parking pressure on surrounding streets","Enhance cycling infrastructure, Increase investment in public transport, Implement residential parking zones to manage parking pressure, Encourage car-sharing initiatives",0.12247474747474747,"['street safety', 'housing affordability', 'traffic congestion', 'urban development policies', 'public transport and cycling infrastructure']"
Lawrence,57,Queens Park,Nurse,Liberal,2,0,2,2,"Parking scarcity, Increased traffic, Strain on public transport, Impact on daily commuters","Implement a hybrid model that reduces, but does not eliminate, parking requirements; Increase investment in public transport to accommodate potential rise in users; Ensure there are dedicated parking options for essential service workers.",0.08076923076923077,"['affordable housing', 'environmental benefits of reduced car dependency', 'transport and parking availability concerns', 'impact on local traffic', 'strain on public transport']"
Teresa,68,Queens Park,Teacher,Liberal,1,0,1,1,"Reduced parking availability, Increased traffic congestion, Negative impact on property values, Decreased quality of life for car-dependent residents","Implement a graduated parking requirement based on apartment size and location, Increase investment in public transport and infrastructure before reducing parking minimums, Introduce resident parking permits for existing homeowners",0.03209366391184573,"['urban density and parking scarcity', 'impact on property values', 'housing affordability', 'community mobility', ""Waverley Council's policy proposal""]"
Ariana,50,Bondi Beach,Tradie,Centre,4,0,3,3,"parking availability for existing residents, traffic congestion, public transport availability, secure bike/scooter parking facilities","enhance public transport services, increase secure bike/scooter parking spaces, implement residential parking permits, develop community car-sharing programs",0.27186147186147186,"['sustainable transport', 'housing affordability', 'parking concerns', 'public transport improvement', 'secure bike/scooter parking']"
Mark,45,Randwick,Hospitality worker,Greens,5,0,4,4,"Developer accountability, Risk of increased street parking demand, Ensuring increased affordability translates to community, Not alienating residents reliant on cars","Implement car share schemes, Increase investments in public transport and cycling infrastructure, Enforce a percentage of affordable housing in new developments, Monitor and manage street parking demand through residential permits or expanded public transport options",0.18696969696969695,"['sustainable urban planning', 'housing affordability', 'reducing construction costs', 'community benefits', 'climate resilience']"
Jodi,64,Bronte,Public servant,Labor,4,0,3,4,"Rent pressure, Climate resilience, Impact on local traffic and parking, Noise control","Enhanced public transportation options, Investment in green spaces and community amenities, Enforce noise control laws",0.19887445887445887,"['affordable housing challenges', 'policy impact on rent and community', 'sustainability and climate resilience', 'housing vs. parking space priorities']"
Aaron,65,Bronte,Software developer,Labor,5,0,4,5,"environmental sustainability, housing affordability, public space enhancement, developer accountability","increase public transport options, invest in community green spaces, implement strict developer guidelines to ensure quality housing, provide incentives for car-sharing programs",0.08922558922558924,"['environmental impact of car ownership', 'housing affordability', 'reduction in development costs', 'pedestrian-friendly community', 'enhancement of public spaces']"
Raven,80,North Bondi,Teacher,Centre,1,0,1,1,"increased traffic, reduced parking availability, community character disruption, potential decline in property values","Implement a hybrid model that maintains a minimum parking requirement while encouraging sustainable transport options, enhance public transport services to reduce car dependency, establish community consultations to assess the real needs and concerns of residents.",0.21428571428571427,"['community transformation', 'parking and traffic concerns', 'residential character preservation', 'balance between development and quality of life']"
Michael,23,Tamarama,Software developer,Greens,5,0,4,4,"Increased demand on public transport infrastructure, potential for insufficient parking for existing residents, need for improved bicycle and pedestrian facilities","Enhance public transport services and frequency, introduce car share schemes, implement dedicated bicycle lanes and expanded pedestrian zones, ensure new developments include green spaces or communal areas",0.15259740259740262,"['climate resilience', 'efficient use of public spaces', 'environmental sustainability', 'reduction of urban sprawl', 'encouragement of public transport use']"
Amy,59,Randwick,Public servant,Teal Independent,5,0,4,4,"Increased traffic congestion, Potential lack of parking for existing residents, Ensuring adequate public transport options","Increase investment in public transport and cycling infrastructure, Implement residential parking permits for existing residents, Encourage car-sharing schemes and other sustainable transport options",0.12933501683501683,"['urban density', 'sustainable living practices', 'climate resilience', 'affordable housing', 'pedestrian-friendly urban planning']"
Bradley,31,Randwick,Engineer,Labor,5,0,4,4,"increased street parking competition, potential for increased traffic congestion","enhance public transport services and infrastructure, implement residential parking permits, develop more bike lanes and pedestrian areas",0.10151515151515153,"['affordable housing', 'sustainable urban planning', 'public transport use', 'parking space construction costs', 'traffic congestion']"
Leah,28,Bondi Beach,Nurse,Liberal,2,0,2,2,"parking scarcity, increased congestion, strain on public transport, impact on renters with cars","designated parking areas for residents, investment in public transport and infrastructure, incentives for developers to include green spaces or community facilities instead of parking spaces",0.09261363636363636,"['affordable housing', 'environmental benefits of reducing car dependency', 'parking availability and congestion', 'reliance on cars for commuting', 'strain on public transport system']"
Mark,71,Bondi Beach,Tradie,Centre,1,0,2,1,"Increased traffic congestion, Reduced parking availability, Potential decrease in property values, Strain on public transport infrastructure","Enhance public transport services, Implement residential parking permits, Require developments to include sustainable transport solutions (e.g., bike racks, car share spaces)",0.12746212121212122,"['parking concerns in Bondi', 'impact on community quality of life', 'reliance on public transport', 'potential devaluation of homes', ""need to protect Bondi's character and accessibility""]"
Jeffrey,84,Randwick,Designer,Liberal,1,0,1,1,"Increased parking congestion, loss of community character, reduced accessibility, potential decline in property values","Implement a hybrid model with reduced but not eliminated parking requirements, invest in improving public transport and accessibility, enforce developer contributions to community infrastructure upgrades, ensure any development respects the heritage and aesthetic values of the area",0.13371212121212123,"['preservation of community character', 'impact on parking availability', 'concerns for accessibility and mobility', 'prioritization of short-term gains over long-term sustainability', 'impact on aesthetic and historical value']"
Mary,57,Tamarama,Delivery driver,Centre,1,0,1,1,"Increased parking pressure, Reduced street safety, Higher rent pressure, Negative impact on delivery and transport services","Implement a residential parking permit system, Increase investment in public transport to reduce car dependency, Mandate a minimum number of car spaces for developments over a certain size, Encourage developers to include car-share schemes in new developments",0.09145021645021646,"['parking availability concerns', 'impact on income for delivery drivers', 'traffic congestion and street safety', 'rent pressure and housing demand']"
Elizabeth,26,Bronte,Student,Labor,5,0,3,4,"increased on-street parking demand, potential for increased traffic congestion, need for improved public transport and cycling infrastructure","investment in public transport and cycling infrastructure, implementation of car share schemes, incentives for developers to include green spaces or community facilities instead of parking spaces",0.18783549783549783,"['affordable housing', 'climate change and sustainability', 'reducing car ownership', 'traffic congestion management', 'enhancing local infrastructure']"
Lauren,50,Waverley,Artist,Teal Independent,5,0,4,4,"Increased on-street parking competition, potential for overcrowding in public transport, need for enhanced cycling infrastructure","Implement a residential parking permit system, invest in public transport and cycling infrastructure, ensure developments include amenities for sustainable lifestyles (e.g., bike storage, car-sharing spots)",0.04570707070707072,"['sustainable urban planning', 'environmental values', 'housing affordability', 'reduced car dependency', 'on-street parking competition']"
Kevin,32,Dover Heights,Engineer,Labor,5,0,4,4,"Traffic congestion, Public transport capacity, Green space","Increase public transport services, Develop more bike lanes, Implement car share schemes",0.17202797202797201,"['sustainable urban planning', 'affordable housing', 'public transport solutions', 'environmental sustainability', 'housing affordability']"
Scott,20,Bronte,Hospitality worker,Labor,5,0,4,4,"potential strain on public transport, need for enhanced pedestrian infrastructure, risk of inadequate community consultation, preservation of local heritage and character","increase investment in public and active transport infrastructure, mandatory green spaces in new developments, enforce community spaces within developments, conduct thorough impact assessments on local heritage and environment, ensure robust community engagement in planning processes",0.14616477272727268,"['urban density', 'heritage protection', 'affordable housing', 'community infrastructure', 'walkable communities']"
Richard,62,Bronte,Public servant,Liberal,1,0,1,1,"Increased street parking scarcity, Traffic congestion, Reduced street safety, Negative impact on urban density management, Potential decrease in property values due to perceived inconvenience","Implement a hybrid approach that maintains some parking minimums while incentivizing developers to include green spaces and public transport integration, Increase investment in public transport options to reduce car dependency, Introduce residential parking permits to manage street parking availability, Mandate the inclusion of bike storage and car-sharing spaces in new developments to encourage alternative modes of transport",0.03935606060606061,"['traffic congestion and public space strain', 'street parking scarcity', 'street safety', 'urban density management', 'community well-being and cohesion']"
